"","Depthm","T_degC","Salnty","O2ml_L","Year"
"609",62,14.064,33.0757,5.843,"2016"
"610",75,13.726,33.1605,5.731,"2016"
"611",88,12.331,33.1405,5.224,"2016"
"612",100,11.631,33.1989,4.901,"2016"
"613",100,11.631,33.1989,4.901,"2016"
"614",123,9.961,33.3199,4.466,"2016"
"615",125,9.9,33.349,4.427,"2016"
"616",140,9.331,33.4543,4.357,"2016"
"617",150,9.198,33.5294,4.209,"2016"
"618",200,8.738,33.8474,3.108,"2016"
"619",250,8.059,33.9919,2.643,"2016"
"620",271,7.782,34.0268,2.241,"2016"
"621",300,7.636,34.077,1.675,"2016"
"622",381,7.242,34.1422,1.052,"2016"
"623",400,7.183,34.1717,0.878,"2016"
"624",500,6.5,34.2661,0.412,"2016"
"625",516,6.114,34.2805,0.344,"2016"
"626",0,14.156,33.5046,5.913,"2016"
"627",2,14.156,33.5046,5.913,"2016"
"628",5,14.147,33.5037,5.895,"2016"
"629",10,14.105,33.5021,5.885,"2016"
"630",10,14.105,33.5025,NA,"2016"
"631",20,14.027,33.5107,5.764,"2016"
"632",21,14.019,33.5091,5.749,"2016"
"633",30,13.835,33.5316,5.42,"2016"
"634",31,13.811,33.5304,5.378,"2016"
"635",39,13.755,33.5375,5.265,"2016"
"636",49,13.61,33.5465,5.029,"2016"
"637",50,13.575,33.5486,4.958,"2016"
"638",60,13.51,33.5508,4.844,"2016"
"639",0,14.219,33.4553,5.962,"2016"
"640",1,14.219,33.4553,5.962,"2016"
"641",10,14.133,33.4491,5.969,"2016"
"642",11,14.101,33.4478,5.965,"2016"
"643",20,14.072,33.4493,5.882,"2016"
"644",21,14.068,33.4533,5.875,"2016"
"645",29,14.058,33.4588,5.808,"2016"
"646",30,14.053,33.4626,5.811,"2016"
"647",40,14.045,33.4889,5.68,"2016"
"648",49,13.931,33.5188,5.487,"2016"
"649",50,13.903,33.5494,5.313,"2016"
"650",59,13.596,33.5387,5.013,"2016"
"651",70,13.114,33.5702,4.541,"2016"
"652",75,12.801,33.5583,4.188,"2016"
"653",85,11.847,33.5581,3.778,"2016"
"654",99,11.457,33.5915,3.63,"2016"
"655",100,11.405,33.5889,3.64,"2016"
"656",119,10.881,33.6728,3.289,"2016"
"657",125,10.456,33.7303,3.06,"2016"
"658",140,9.964,33.8015,2.812,"2016"
"659",150,9.716,33.8954,2.525,"2016"
"660",170,9.53,33.9342,2.347,"2016"
"661",199,9.309,33.9919,2.134,"2016"
"662",200,9.291,33.9972,2.111,"2016"
"663",210,9.283,33.9984,2.087,"2016"
"664",0,14.266,33.2164,6.001,"2016"
"665",2,14.266,33.2164,6.001,"2016"
"666",10,14.196,33.2164,6.004,"2016"
"667",9,14.196,33.2162,NA,"2016"
"668",20,14.142,33.2215,5.996,"2016"
"669",30,14.109,33.2444,5.978,"2016"
"670",40,14.096,33.2887,5.945,"2016"
"671",50,13.889,33.3364,5.827,"2016"
"672",51,13.862,33.3306,5.778,"2016"
"673",60,14.108,33.4599,5.681,"2016"
"674",70,13.324,33.369,5.318,"2016"
"675",75,13.256,33.3776,5.276,"2016"
"676",85,12.689,33.4205,4.793,"2016"
"677",100,11.709,33.5045,3.905,"2016"
"678",120,10.51,33.5676,3.567,"2016"
"679",125,10.388,33.5985,3.478,"2016"
"680",140,10.385,33.7864,2.811,"2016"
"681",150,10.395,33.8789,2.448,"2016"
"682",170,10.115,33.9437,2.222,"2016"
"683",200,9.675,34.003,2.082,"2016"
"684",201,9.654,33.9972,2.114,"2016"
"685",231,8.95,34.0753,1.937,"2016"
"686",250,8.722,34.1117,1.73,"2016"
"687",271,8.689,34.1508,1.51,"2016"
"688",300,8.355,34.183,1.275,"2016"
"689",320,8.084,34.187,1.167,"2016"
"690",378,7.549,34.2002,0.913,"2016"
"691",400,7.347,34.207,0.826,"2016"
"692",439,6.942,34.2066,0.689,"2016"
"693",500,6.326,34.2471,0.474,"2016"
"694",515,6.158,34.2574,0.403,"2016"
"695",0,14.246,33.4841,5.891,"2016"
"696",2,14.246,33.4841,5.891,"2016"
"697",8,14.174,33.4831,NA,"2016"
"698",9,14.167,33.4839,5.894,"2016"
"699",10,14.162,33.4837,5.903,"2016"
"700",11,14.164,33.4847,5.891,"2016"
"701",20,14.161,33.4855,5.881,"2016"
"702",30,14.158,33.4847,5.864,"2016"
"703",29,14.158,33.4855,NA,"2016"
"704",39,14.144,33.4843,5.829,"2016"
"705",43,14.135,33.4872,5.784,"2016"
"706",50,14.101,33.5058,5.671,"2016"
"707",60,13.657,33.5289,4.985,"2016"
"708",70,12.863,33.5246,4.333,"2016"
"709",75,12.421,33.5457,4.082,"2016"
"710",84,11.874,33.5648,3.696,"2016"
"711",100,11.292,33.6409,3.263,"2016"
"712",121,10.539,33.7271,2.996,"2016"
"713",125,10.495,33.7506,2.946,"2016"
"714",141,10.325,33.8394,2.645,"2016"
"715",150,10.117,33.867,2.593,"2016"
"716",171,9.792,33.9036,2.498,"2016"
"717",200,9.422,34.0612,2.012,"2016"
"718",201,9.423,34.0606,1.962,"2016"
"719",230,8.942,34.0659,2.012,"2016"
"720",250,8.826,34.096,1.88,"2016"
"721",271,8.38,34.082,1.869,"2016"
"722",300,8.125,34.1432,1.435,"2016"
"723",320,8.066,34.1727,1.199,"2016"
"724",382,7.28,34.1972,0.845,"2016"
"725",400,7.103,34.1957,0.795,"2016"
"726",440,6.878,34.2241,0.599,"2016"
"727",500,6.42,34.2594,0.431,"2016"
"728",517,6.314,34.2611,0.39,"2016"
"729",0,13.872,32.9164,6.092,"2016"
"730",2,13.872,32.9164,6.092,"2016"
"731",10,13.84,32.9213,6.073,"2016"
"732",11,13.818,32.9221,6.062,"2016"
"733",20,13.629,32.9905,6.09,"2016"
"734",30,13.458,33.0161,6.019,"2016"
"735",40,13.46,33.0805,6.019,"2016"
"736",50,13.183,33.14,5.727,"2016"
"737",51,13.122,33.1347,5.726,"2016"
"738",60,12.903,33.2342,5.379,"2016"
"739",71,11.242,33.1289,4.89,"2016"
"740",75,10.862,33.1509,4.832,"2016"
"741",85,10.561,33.2796,4.327,"2016"
"742",100,9.955,33.4701,3.754,"2016"
"743",121,9.306,33.5673,3.691,"2016"
"744",125,9.309,33.5922,3.742,"2016"
"745",141,9.142,33.6998,3.395,"2016"
"746",150,8.741,33.7166,3.61,"2016"
"747",171,8.571,33.8579,3.23,"2016"
"748",200,8.6,34.0231,2.098,"2016"
"749",201,8.587,34.0226,2.067,"2016"
"750",230,8.219,34.0604,1.876,"2016"
"751",250,7.971,34.0738,1.753,"2016"
"752",271,7.757,34.0916,1.603,"2016"
"753",300,7.431,34.1099,1.358,"2016"
"754",320,7.197,34.1267,1.142,"2016"
"755",380,6.701,34.1706,0.761,"2016"
"756",400,6.444,34.1642,0.732,"2016"
"757",441,6.094,34.1771,0.596,"2016"
"758",500,5.679,34.2106,0.442,"2016"
"759",516,5.701,34.2367,0.368,"2016"
"760",0,14.786,33.1621,5.903,"2016"
"761",1,14.786,33.1621,5.903,"2016"
"762",10,14.781,33.1637,5.865,"2016"
"763",20,14.705,33.1659,5.877,"2016"
"764",22,14.645,33.1655,5.867,"2016"
"765",30,14.454,33.1766,5.895,"2016"
"766",32,14.423,33.1774,5.892,"2016"
"767",42,14.384,33.179,5.837,"2016"
"768",50,14.345,33.1804,5.79,"2016"
"769",60,14.309,33.1793,5.742,"2016"
"770",71,14.253,33.1807,5.753,"2016"
"771",75,14.19,33.1692,5.71,"2016"
"772",86,13.666,33.177,5.641,"2016"
"773",99,11.728,33.1171,5.058,"2016"
"774",100,11.758,33.1324,4.884,"2016"
"775",118,10.453,33.29,4.351,"2016"
"776",125,10.138,33.3569,4.215,"2016"
"777",139,9.613,33.4535,3.942,"2016"
"778",150,9.449,33.5414,3.818,"2016"
"779",169,9.281,33.74,3.014,"2016"
"780",200,8.902,33.9758,2.302,"2016"
"781",232,8.365,33.9882,2.457,"2016"
"782",250,8.144,34.0197,2.339,"2016"
"783",268,7.925,34.0249,2.229,"2016"
"784",300,7.487,34.0223,2.249,"2016"
"785",320,7.418,34.0427,1.928,"2016"
"786",379,6.616,34.0825,1.223,"2016"
"787",400,6.554,34.1026,1.074,"2016"
"788",441,6.354,34.1625,0.692,"2016"
"789",500,5.996,34.2194,0.45,"2016"
"790",513,5.927,34.2256,0.424,"2016"
"791",0,15.78,33.0129,5.737,"2016"
"792",2,15.78,33.0129,5.737,"2016"
"793",9,15.526,32.9879,5.785,"2016"
"794",10,15.464,32.9852,5.805,"2016"
"795",20,15.291,32.9882,5.813,"2016"
"796",25,15.154,32.994,5.803,"2016"
"797",30,14.75,33.0004,5.89,"2016"
"798",39,14.487,32.9962,5.879,"2016"
"799",50,14.425,33.0424,5.863,"2016"
"800",61,14.175,33.0912,5.83,"2016"
"801",75,14.027,33.1238,5.735,"2016"
"802",86,13.576,33.1847,5.577,"2016"
"803",100,12.431,33.198,5.137,"2016"
"804",112,10.903,33.2361,4.909,"2016"
"805",125,10.459,33.249,4.716,"2016"
"806",140,10.238,33.4571,3.742,"2016"
"807",150,9.747,33.5692,3.562,"2016"
"808",171,8.958,33.6927,3.622,"2016"
"809",200,8.594,33.8634,3.236,"2016"
"810",202,8.592,33.8672,3.181,"2016"
"811",233,8.092,33.9719,2.767,"2016"
"812",250,7.782,33.9869,2.748,"2016"
"813",270,7.558,33.988,2.621,"2016"
"814",300,7.259,34.0217,2.231,"2016"
"815",322,7.042,34.0443,1.705,"2016"
"816",381,6.408,34.094,1.046,"2016"
"817",400,6.344,34.1254,0.868,"2016"
"818",442,6.063,34.1523,0.672,"2016"
"819",500,5.74,34.1943,0.503,"2016"
"820",518,5.646,34.2023,0.461,"2016"
"821",0,16.233,33.0732,5.643,"2016"
"822",2,16.233,33.0732,5.643,"2016"
"823",10,16.122,33.0788,5.671,"2016"
"824",14,16.115,33.0789,5.66,"2016"
"825",13,16.115,33.0783,NA,"2016"
"826",20,16.099,33.0765,5.677,"2016"
"827",26,16.075,33.0739,5.697,"2016"
"828",30,16.049,33.0716,5.679,"2016"
"829",35,15.902,33.0669,5.667,"2016"
"830",44,15.748,33.0578,5.658,"2016"
"831",50,15.585,33.0196,5.691,"2016"
"832",53,15.583,33.0196,5.679,"2016"
"833",60,15.51,33.0325,5.682,"2016"
"834",75,14.688,32.9837,5.782,"2016"
"835",79,14.561,32.9808,5.764,"2016"
"836",79,14.561,32.9821,NA,"2016"
"837",97,13.996,33.0615,5.664,"2016"
"838",100,13.677,33.0751,5.661,"2016"
"839",114,11.649,33.0841,5.16,"2016"
"840",119,11.166,33.1505,4.909,"2016"
"841",125,10.551,33.1718,4.883,"2016"
"842",128,10.389,33.1679,4.961,"2016"
"843",139,10.097,33.2358,4.801,"2016"
"844",150,9.587,33.3456,4.783,"2016"
"845",169,9.189,33.5092,4.216,"2016"
"846",200,8.782,33.8071,3.466,"2016"
"847",231,8.401,33.9299,2.858,"2016"
"848",250,8.122,33.9804,2.698,"2016"
"849",271,7.732,33.9898,2.637,"2016"
"850",300,7.442,34.005,2.353,"2016"
"851",321,7.152,34.032,1.864,"2016"
"852",381,6.542,34.0653,1.3,"2016"
"853",400,6.419,34.0793,1.182,"2016"
"854",440,6.12,34.1008,0.947,"2016"
"855",500,5.69,34.1538,0.636,"2016"
"856",512,5.609,34.1625,0.577,"2016"
"857",0,14.767,33.5665,6.252,"2016"
"858",2,14.767,33.5665,6.252,"2016"
"859",5,14.774,33.5657,6.242,"2016"
"860",10,14.683,33.5671,6.135,"2016"
"861",9,14.683,33.5667,NA,"2016"
"862",19,14.571,33.5748,5.586,"2016"
"863",20,14.565,33.5756,5.635,"2016"
"864",0,14.632,33.5714,5.531,"2016"
"865",2,14.632,33.5714,5.531,"2016"
"866",4,14.633,33.571,5.535,"2016"
"867",9,14.629,33.572,NA,"2016"
"868",10,14.634,33.5711,5.489,"2016"
"869",20,14.62,33.5713,5.458,"2016"
"870",30,14.505,33.5715,5.182,"2016"
"871",40,14.4,33.5719,4.997,"2016"
"872",49,14.306,33.5711,4.857,"2016"
"873",50,14.27,33.5764,4.876,"2016"
"874",59,14.071,33.5837,4.782,"2016"
"875",0,14.437,33.4287,6.156,"2016"
"876",2,14.437,33.4287,6.156,"2016"
"877",10,14.349,33.453,6.163,"2016"
"878",10,14.349,33.4525,NA,"2016"
"879",10,14.349,33.452,NA,"2016"
"880",11,14.312,33.4518,6.164,"2016"
"881",16,14.257,33.4689,5.975,"2016"
"882",20,14.231,33.4747,5.889,"2016"
"883",30,14.194,33.5047,5.751,"2016"
"884",40,14.009,33.493,5.567,"2016"
"885",50,13.851,33.4981,5.567,"2016"
"886",60,13.305,33.4847,4.972,"2016"
"887",70,12.658,33.4689,4.418,"2016"
"888",75,12.258,33.4076,4.496,"2016"
"889",86,10.457,33.2565,4.471,"2016"
"890",100,10.091,33.3758,4.099,"2016"
"891",120,9.519,33.4723,3.931,"2016"
"892",125,9.495,33.5238,3.735,"2016"
"893",140,9.164,33.6818,3.399,"2016"
"894",150,9.088,33.7182,3.332,"2016"
"895",170,8.886,33.7986,3.311,"2016"
"896",200,8.508,33.9224,3.111,"2016"
"897",201,8.464,33.9133,3.151,"2016"
"898",230,8.101,33.979,2.672,"2016"
"899",250,7.92,34.0142,2.332,"2016"
"900",270,7.962,34.1471,1.439,"2016"
"901",300,7.961,34.2037,1.086,"2016"
"902",321,7.829,34.2108,0.995,"2016"
"903",380,7.33,34.2257,0.759,"2016"
"904",400,7.058,34.2143,0.734,"2016"
"905",440,6.74,34.2214,0.607,"2016"
"906",500,6.302,34.2499,0.44,"2016"
"907",516,6.276,34.2591,0.429,"2016"
"908",0,14.524,33.2486,5.935,"2016"
"909",2,14.524,33.2486,5.935,"2016"
"910",10,14.523,33.2501,5.941,"2016"
"911",10,14.523,33.2496,NA,"2016"
"912",11,14.517,33.2492,5.939,"2016"
"913",20,14.336,33.2609,5.953,"2016"
"914",30,14.1,33.2506,5.994,"2016"
"915",40,14.183,33.2947,5.873,"2016"
"916",50,14.29,33.3412,5.733,"2016"
"917",51,14.283,33.3373,5.757,"2016"
"918",60,14.224,33.4134,5.661,"2016"
"919",71,14.099,33.4414,5.541,"2016"
"920",75,13.803,33.4232,5.431,"2016"
"921",86,12.617,33.415,4.621,"2016"
"922",100,11.322,33.4433,4.069,"2016"
"923",101,11.229,33.4808,3.893,"2016"
"924",120,10.609,33.6853,3.166,"2016"
"925",125,10.369,33.7042,3.132,"2016"
"926",140,10.18,33.8259,2.764,"2016"
"927",150,9.87,33.8651,2.713,"2016"
"928",170,9.119,33.874,2.778,"2016"
"929",200,8.926,34.0095,2.304,"2016"
"930",231,8.607,34.0471,2.136,"2016"
"931",250,8.439,34.0782,1.947,"2016"
"932",270,8.26,34.1026,1.761,"2016"
"933",300,8.14,34.1483,1.469,"2016"
"934",322,8.104,34.2007,1.152,"2016"
"935",380,7.521,34.227,0.844,"2016"
"936",400,7.347,34.2366,0.737,"2016"
"937",440,6.958,34.2443,0.613,"2016"
"938",500,6.237,34.213,0.508,"2016"
"939",515,6.184,34.2335,0.46,"2016"
"940",0,15.083,33.1659,5.764,"2016"
"941",3,15.083,33.1659,5.764,"2016"
"942",9,15.079,33.1649,NA,"2016"
"943",10,15.08,33.1639,5.787,"2016"
"944",19,15.069,33.1653,5.819,"2016"
"945",20,15.07,33.1652,5.794,"2016"
"946",26,15.058,33.1657,5.782,"2016"
"947",30,14.941,33.1902,5.822,"2016"
"948",36,14.691,33.2028,5.817,"2016"
"949",44,14.724,33.242,NA,"2016"
"950",45,14.726,33.2424,5.814,"2016"
"951",50,14.705,33.2634,5.818,"2016"
"952",58,14.366,33.2178,5.772,"2016"
"953",70,14.362,33.257,5.733,"2016"
"954",75,14.426,33.307,5.729,"2016"
"955",85,13.759,33.241,5.458,"2016"
"956",94,12.311,33.2404,4.992,"2016"
"957",100,11.3,33.2557,4.917,"2016"
"958",107,10.435,33.2584,4.478,"2016"
"959",120,9.983,33.3415,4.222,"2016"
"960",125,9.922,33.374,4.167,"2016"
"961",140,9.443,33.5331,3.722,"2016"
"962",150,9.184,33.6335,3.601,"2016"
"963",170,8.874,33.78,3.234,"2016"
"964",200,8.497,33.9346,2.83,"2016"
"965",231,8.07,33.9829,2.695,"2016"
"966",250,7.828,34.0072,2.415,"2016"
"967",270,7.608,34.0192,2.145,"2016"
"968",300,7.203,34.0455,1.756,"2016"
"969",320,7.039,34.0576,1.524,"2016"
"970",381,6.598,34.1126,0.973,"2016"
"971",400,6.638,34.1665,0.818,"2016"
"972",440,6.088,34.1643,0.635,"2016"
"973",500,5.796,34.2219,0.431,"2016"
"974",512,5.734,34.2272,0.402,"2016"
"975",0,15.666,33.1366,5.724,"2016"
"976",3,15.666,33.1366,5.724,"2016"
"977",9,15.666,33.1366,NA,"2016"
"978",10,15.666,33.1366,5.723,"2016"
"979",20,15.629,33.1542,5.741,"2016"
"980",24,15.577,33.1848,5.711,"2016"
"981",30,15.572,33.204,5.709,"2016"
"982",40,15.548,33.2057,5.69,"2016"
"983",49,15.432,33.1868,5.682,"2016"
"984",50,15.417,33.1811,5.697,"2016"
"985",50,15.417,33.1856,NA,"2016"
"986",61,15.275,33.1792,5.69,"2016"
"987",75,14.509,33.1411,5.571,"2016"
"988",87,13.666,33.1167,5.557,"2016"
"989",100,11.528,33.1337,5.077,"2016"
"990",111,10.724,33.1542,4.865,"2016"
"991",125,10.088,33.3255,4.269,"2016"
"992",139,9.62,33.486,3.782,"2016"
"993",150,9.419,33.5623,3.649,"2016"
"994",170,9.092,33.6791,3.598,"2016"
"995",199,9.01,33.9137,2.645,"2016"
"996",200,8.963,33.924,2.658,"2016"
"997",232,8.466,33.9687,2.583,"2016"
"998",250,8.265,34.0218,2.273,"2016"
"999",271,8.056,34.0768,1.832,"2016"
"1000",300,7.692,34.108,1.523,"2016"
"1001",319,7.44,34.104,1.397,"2016"
"1002",381,6.728,34.1102,1.08,"2016"
"1003",400,6.561,34.1158,0.983,"2016"
"1004",441,6.33,34.1512,0.761,"2016"
"1005",500,6.017,34.2018,0.521,"2016"
"1006",513,5.978,34.2137,0.493,"2016"
"1007",0,15.879,33.1462,5.702,"2016"
"1008",2,15.879,33.1462,5.702,"2016"
"1009",10,15.879,33.1505,5.703,"2016"
"1010",20,15.656,33.1608,5.725,"2016"
"1011",25,15.622,33.1552,5.729,"2016"
"1012",30,15.616,33.1648,5.731,"2016"
"1013",40,15.492,33.1666,5.764,"2016"
"1014",50,15.414,33.197,5.693,"2016"
"1015",51,15.415,33.1912,5.708,"2016"
"1016",62,15.316,33.1968,5.691,"2016"
"1017",75,14.062,33.1172,5.697,"2016"
"1018",76,13.998,33.1099,5.704,"2016"
"1019",87,13.506,33.1304,5.714,"2016"
"1020",100,12.457,33.193,5.297,"2016"
"1021",111,11.099,33.1485,4.975,"2016"
"1022",124,10.002,33.2289,4.702,"2016"
"1023",125,9.966,33.2643,4.672,"2016"
"1024",141,9.713,33.4247,4.073,"2016"
"1025",150,9.453,33.5243,3.818,"2016"
"1026",170,9.06,33.703,3.571,"2016"
"1027",200,8.748,33.9089,2.826,"2016"
"1028",201,8.65,33.8844,2.799,"2016"
"1029",231,8.341,33.955,2.836,"2016"
"1030",250,8.128,33.9915,2.585,"2016"
"1031",271,7.772,34.0128,2.321,"2016"
"1032",300,7.393,34.0329,1.972,"2016"
"1033",321,7.177,34.0381,1.853,"2016"
"1034",382,6.667,34.0881,1.199,"2016"
"1035",400,6.522,34.1071,1.025,"2016"
"1036",442,6.249,34.1382,0.774,"2016"
"1037",500,5.902,34.1856,0.559,"2016"
"1038",514,5.87,34.1906,0.547,"2016"
"1039",0,16.413,33.1809,5.631,"2016"
"1040",2,16.413,33.1809,5.631,"2016"
"1041",10,16.414,33.1815,5.649,"2016"
"1042",10,16.414,33.1819,NA,"2016"
"1043",20,16.383,33.1773,5.638,"2016"
"1044",25,16.338,33.1738,5.618,"2016"
"1045",30,16.31,33.1697,5.641,"2016"
"1046",40,16.243,33.1648,5.623,"2016"
"1047",50,16.122,33.1499,5.618,"2016"
"1048",51,16.109,33.1484,5.615,"2016"
"1049",62,16.056,33.1461,5.63,"2016"
"1050",62,16.056,33.1487,NA,"2016"
"1051",75,14.81,33.0354,5.682,"2016"
"1052",76,14.603,33.0321,5.704,"2016"
"1053",87,14.242,33.0612,5.757,"2016"
"1054",100,13.928,33.1076,5.7,"2016"
"1055",113,13.628,33.1216,5.641,"2016"
"1056",125,12.738,33.2118,5.346,"2016"
"1057",141,11.012,33.1864,5.04,"2016"
"1058",150,10.324,33.2304,4.963,"2016"
"1059",171,9.409,33.433,4.376,"2016"
"1060",200,8.921,33.7265,3.62,"2016"
"1061",230,8.582,33.8938,3.27,"2016"
"1062",250,8.271,33.9598,3.047,"2016"
"1063",270,8.027,33.9821,2.84,"2016"
"1064",300,7.562,34.0026,2.498,"2016"
"1065",320,7.252,34.0148,2.141,"2016"
"1066",381,6.6,34.0648,1.344,"2016"
"1067",400,6.498,34.0815,1.172,"2016"
"1068",440,6.104,34.1194,0.825,"2016"
"1069",500,5.702,34.174,0.555,"2016"
"1070",515,5.618,34.1794,0.513,"2016"
"1071",0,15.093,33.5768,5.841,"2016"
"1072",2,15.093,33.5768,5.841,"2016"
"1073",5,15.06,33.5768,5.735,"2016"
"1074",10,15.032,33.5774,5.676,"2016"
"1075",14,15.026,33.5774,5.691,"2016"
"1076",0,14.835,33.5707,5.834,"2016"
"1077",2,14.835,33.5707,5.834,"2016"
"1078",10,14.704,33.5726,5.82,"2016"
"1079",19,14.483,33.5793,5.688,"2016"
"1080",20,14.479,33.58,5.691,"2016"
"1081",30,14.443,33.5813,5.586,"2016"
"1082",40,14.252,33.5795,5.389,"2016"
"1083",50,13.377,33.577,4.173,"2016"
"1084",58,13.013,33.5936,3.754,"2016"
"1085",69,12.151,33.6621,3.206,"2016"
"1086",75,11.991,33.6999,3.101,"2016"
"1087",84,11.504,33.7824,2.718,"2016"
"1088",100,11.181,33.8487,2.529,"2016"
"1089",119,10.64,33.8761,2.421,"2016"
"1090",125,10.628,33.8844,2.42,"2016"
"1091",140,10.362,33.9335,2.257,"2016"
"1092",150,10.053,33.9528,2.22,"2016"
"1093",170,9.804,34.0179,1.956,"2016"
"1094",200,9.531,34.0629,1.722,"2016"
"1095",229,9.221,34.1231,1.351,"2016"
"1096",250,9.054,34.1532,1.082,"2016"
"1097",269,8.769,34.1715,0.856,"2016"
"1098",300,8.345,34.1854,0.792,"2016"
"1099",321,8.206,34.1899,0.692,"2016"
"1100",380,7.674,34.2107,0.527,"2016"
"1101",400,7.402,34.2252,0.465,"2016"
"1102",440,7.092,34.2356,0.252,"2016"
"1103",480,6.787,34.2457,0.077,"2016"
"1104",500,6.746,34.2492,0.033,"2016"
"1105",514,6.721,34.2476,0.007,"2016"
"1106",540,6.667,34.2494,0.018,"2016"
"1107",566,6.659,34.2508,0.028,"2016"
"1108",568,6.658,34.2506,0.026,"2016"
"1109",0,15.316,33.5966,5.758,"2016"
"1110",2,15.316,33.5966,5.758,"2016"
"1111",5,15.309,33.5976,5.752,"2016"
"1112",10,15.215,33.5923,5.486,"2016"
"1113",10,15.215,33.5915,NA,"2016"
"1114",16,15.076,33.5884,5.31,"2016"
"1115",20,15.018,33.5818,5.159,"2016"
"1116",0,15.28,33.5949,5.709,"2016"
"1117",2,15.28,33.5949,5.709,"2016"
"1118",5,15.28,33.5959,5.688,"2016"
"1119",8,15.279,33.5967,5.684,"2016"
"1120",7,15.279,33.5971,NA,"2016"
"1121",7,15.279,33.5967,NA,"2016"
"1122",10,15.273,33.5966,5.659,"2016"
"1123",12,15.26,33.5962,5.674,"2016"
"1124",20,14.835,33.5844,5.437,"2016"
"1125",23,14.794,33.5841,5.431,"2016"
"1126",27,14.717,33.5853,5.377,"2016"
"1127",0,15.063,33.5656,5.831,"2016"
"1128",2,15.063,33.5656,5.831,"2016"
"1129",10,15.064,33.5552,5.83,"2016"
"1130",10,15.064,33.565,NA,"2016"
"1131",20,14.892,33.5566,5.658,"2016"
"1132",30,14.617,33.5537,5.493,"2016"
"1133",40,14.413,33.5473,5.413,"2016"
"1134",50,13.93,33.5621,4.651,"2016"
"1135",60,13.295,33.5688,3.873,"2016"
"1136",70,13.16,33.5958,3.76,"2016"
"1137",75,12.84,33.6397,3.641,"2016"
"1138",85,12.462,33.6439,3.423,"2016"
"1139",100,11.825,33.7069,2.948,"2016"
"1140",116,11.614,33.746,2.786,"2016"
"1141",0,14.355,33.5562,5.545,"2016"
"1142",2,14.355,33.5562,5.545,"2016"
"1143",10,14.355,33.5792,5.532,"2016"
"1144",11,14.355,33.5803,5.521,"2016"
"1145",10,14.355,33.5777,NA,"2016"
"1146",20,14.299,33.5785,5.484,"2016"
"1147",21,14.288,33.5732,5.493,"2016"
"1148",30,14.169,33.5715,5.25,"2016"
"1149",40,14.028,33.592,4.962,"2016"
"1150",50,13.875,33.5983,4.884,"2016"
"1151",61,13.329,33.5987,4.175,"2016"
"1152",71,13.253,33.6345,3.981,"2016"
"1153",75,13.003,33.6483,3.978,"2016"
"1154",91,11.833,33.7589,2.762,"2016"
"1155",0,14.533,33.4171,5.878,"2016"
"1156",2,14.533,33.4171,5.878,"2016"
"1157",8,14.536,33.4179,NA,"2016"
"1158",10,14.536,33.4196,5.88,"2016"
"1159",19,14.503,33.4263,5.832,"2016"
"1160",20,14.459,33.4355,5.823,"2016"
"1161",30,14.411,33.4502,5.766,"2016"
"1162",31,14.414,33.439,5.815,"2016"
"1163",40,14.407,33.4775,5.701,"2016"
"1164",50,14.442,33.5105,5.657,"2016"
"1165",59,14.299,33.526,5.555,"2016"
"1166",68,12.236,33.3342,4.697,"2016"
"1167",75,12.076,33.4721,4.288,"2016"
"1168",85,11.632,33.6073,3.396,"2016"
"1169",100,11.128,33.7016,3.06,"2016"
"1170",119,10.944,33.905,2.429,"2016"
"1171",125,10.885,33.9112,2.436,"2016"
"1172",140,10.662,33.9448,2.336,"2016"
"1173",150,10.445,34.0089,2.182,"2016"
"1174",170,10.246,34.0502,2.024,"2016"
"1175",199,9.564,34.1119,1.784,"2016"
"1176",200,9.597,34.1162,1.776,"2016"
"1177",229,9.138,34.1454,1.628,"2016"
"1178",250,9.028,34.1926,1.415,"2016"
"1179",269,8.901,34.2101,1.272,"2016"
"1180",300,8.675,34.2413,1.161,"2016"
"1181",318,8.43,34.2195,1.156,"2016"
"1182",381,7.078,34.1363,1.072,"2016"
"1183",400,6.893,34.1589,0.892,"2016"
"1184",442,6.923,34.2417,0.6,"2016"
"1185",500,6.623,34.2798,0.445,"2016"
"1186",516,6.519,34.2813,0.421,"2016"
"1187",0,14.703,33.4228,5.951,"2016"
"1188",2,14.703,33.4228,5.951,"2016"
"1189",10,14.644,33.4228,5.918,"2016"
"1190",10,14.658,33.4228,NA,"2016"
"1191",19,14.552,33.4295,5.875,"2016"
"1192",20,14.552,33.4331,5.883,"2016"
"1193",30,14.562,33.4445,5.823,"2016"
"1194",39,14.589,33.4701,5.792,"2016"
"1195",50,14.503,33.5301,5.698,"2016"
"1196",51,14.513,33.5026,5.734,"2016"
"1197",61,14.455,33.5485,5.627,"2016"
"1198",70,13.695,33.5537,5.128,"2016"
"1199",75,13.649,33.557,4.996,"2016"
"1200",84,12.859,33.5486,3.957,"2016"
"1201",100,12.036,33.6242,3.364,"2016"
"1202",102,11.955,33.6217,3.327,"2016"
"1203",121,10.441,33.5477,3.621,"2016"
"1204",125,10.329,33.5334,3.659,"2016"
"1205",141,9.55,33.6094,3.54,"2016"
"1206",150,9.365,33.6954,3.378,"2016"
"1207",171,9.033,33.862,2.832,"2016"
"1208",200,8.804,33.9679,2.5,"2016"
"1209",231,8.656,34.1244,1.701,"2016"
